Brand,product,Price,Rating Score,Rating Count
ACER,Aspire 5 13.Nesil Core i5 1335U-RTX2050 4GB-8Gb-512Gb Ssd-14inc-W11,19.399 TL,2.5,2
MSI,"Tıtan 18 Hx A14vıg-067tr Intel Core I9 14900hx 128gb 4tb Ssd Rtx4090 Windows 11 Pro 18"" Uhd","255.517,20 TL",,
ACER,Aspire 3 AMD Ryzen 3-7320U 8GB 256GB SSD DOS 15.6''FHD Gümüş Dizüstü Bilgisayar NX.KDEEY.00C,"12.139,04 TL",4.0,34
ASUS,"Vivobook 16x I5-13500h 16gb 1tb Ssd Fhd 120hz Wuxga 16.0"" W11home Rtx4050 8gb K3605vu-n1066w",35.899 TL,,
OEM,ONDA OLIVER BOOK INTEL N5030 3.10 GHZ 8GB 128SSD IPS DOKUNMATİK TABLET PC 10.1 WIN11 PRO,5.499 TL,,
LENOVO,"IdeaPad Slim 3/ Intel N100/ 4GB Ram/ 128GB SSD/ 15.6""/ W11/ Laptop 82XB009HTX",9.000 TL,,
ASUS,TUF Gaming A15,35.000 TL,,
LENOVO,"LOQ Intel Core i5-12450HX 16GB 512GB SSD 6GB RTX4050 15.6"" FHD IPS DOS Gaming Laptop 83GS002TTR",34.750 TL,4.3,37
LENOVO,"IP Gaming3 AMD Ryzen 5-7535HS 16GB 512GB RTX4050 DOS 15.6"" Onyx Grey Gaming Laptop 82SB00PDTX",33.499 TL,4.6,29
MONSTER,"Abra A5 V21.3.2 Intel Core i7 12700H 32 GB RAM 1 TB SSD 4 GB RTX 2050 FreeDOS 15,6"" FHD 144 Hz",32.999 TL,4.8,26
LENOVO,Yoga Pro 7 13.Nesil Core i7 13700H-RTX4050 6Gb-16Gb-512Gb-14.5inc-W11,48.699 TL,4.0,4
ASUS,"Tuf Gaming A15 Fa506nf-hn052 Amd Ryzen 5 7535hs 8 Gb 512 Gb Ssd Rtx 2050 144 Hz Freedos 15.6"" F",22.783 TL,5.0,4
HP,"Pavilion 15-ec2059nt Amd Ryzen 5 5600h 8gb 512gb Ssd Gtx 1650 15.6""fhd 144 Hz Ips Freedos 68n74ea",29.499 TL,3.9,24
HP,Victus 16-R1064NT 9J266EA 14.Nesil Intel i5-14500HX 16GB 512GB 6GB RTX4050 16.1 144Hz Notebook,"42.848,22 TL",,
LENOVO,"Ideapad Slim 3 Intel Core i7-13620H 16GB 1TB SSD Windows 11 15.6"" Notebook 83EM008NTR",30.199 TL,5.0,1
Apple,"13-inch MacBook Air: Apple M3 chip with 8-core CPU and 8-core GPU, 8GB, 256GB SSD - Midnight",42.199 TL,4.9,32
LENOVO,"IdeaPad3 Intel Core i3-1215U 8GB 512GB SSD 15.6"" FHD DOS Arctic Grey Dizüstü Bilgisayar 82RK00XATX",12.500 TL,3.5,6
Apple,"15-inch MacBook Air: Apple M3 chip with 8-core CPU and 10-core GPU, 8GB, 512GB SSD - Silver",60.821 TL,5.0,2
ASUS,ROG ALLY RC71L-NH008W Ryzen Z1 Extreme 16GB RAM 512GB SSD 7 inç FHD (ASUS TÜRKİYE GARANTİLİ),28.499 TL,4.0,13
ASUS,"Rog Strix G16 G614jv-n3157 13. Nesil Intel I7-13650hx 16gb 512gb Ssd 8gb Rtx4060 16"" Fhd+ 165hz","64.370,93 TL",4.9,30
Dell,Gaming G15 5530 G155530013U i7-13650HX 16GB DDR5 1TB SSD RTX4060 8GB FHD Ubuntu Gaming Laptop,45.499 TL,4.4,57
LENOVO,"E16 Thınkpad 21jt0017tx Ryzen7-7730u 16gb 512ssd 16"" Dos Notebook",24.799 TL,5.0,1
ASUS,"X515MA-EJ955W10 N4020 16GB 1TBSSD 15.6"" FullHD W11H Taşınabilir Bilgisayar-CNT011",14.149 TL,4.3,4
Huawei,"Matebook D16 2024 Intel Core i5 12450H 16GB 512GB SSD Windows 11 Home 16"" IPS",25.999 TL,4.5,22
ASUS,Tuf Gaming A15 Fa507nvr-lp030 R7 7435hs 16gb 512gb Ssd Rtx4060 144hz Dos 15.6 Fhd,44.999 TL,5.0,6
ASUS,"Tuf Gaming A15 Amd R5-7535HS 16gb DDR5 Ram 512gb Ssd RTX2050-144Hz 15.6"" Freedos + Cimete Çanta",25.999 TL,,
CASPER,Excalibur G770.1270-DFJ0X-B i7-12700H 32GB RAM 1TB NVMe SSD GEN4 4GB RTX3050 DOS GAMING LAPTOP,32.999 TL,4.5,228
ASUS,"Fhd, İntel Core İ5-1235U İşlemci, İntel İris Xe GRAPHICS,24GB Ram,1tb Ssd, Windows 11- X1502ZA",23.099 TL,4.5,42
LENOVO,"IdeaPad 1 Ryzen 5-5500U 8GB 512GB SSD 15.6"" FHD FreeDOS Dizüstü Bilgisayar 82R400QDTX",12.700 TL,4.3,3
CASPER,Excalibur G770.1245-BFJ0X-B i5-12450H 16GB RAM 1TB SSD GEN4 4GB RTX3050 DOS GAMING LAPTOP,30.988 TL,4.5,54
ACER,"Nitro5 Intel Core i5-12450H 8GB 256GB SSD RTX3050 Linux 15.6"" 144Hz Siyah Gaming Laptop NH.QFJEY.00A",24.999 TL,5.0,5
Apple,"15-inch MacBook Air: Apple M2 chip with 8-core CPU and 10-core GPU, 512GB - Space Grey",44.999 TL,4.8,13
ACER,"Nitro V15 Intel I5 13420h 16gb 512gb Ssd Rtx 2050-4gb 15.6"" Fhd 144hz W11 Home Nh.qndey.002-01",24.499 TL,,
HP,255 G9 Ryzen 5-5625U 16GB 512 GB SSD 15.6'' Freedos 9M3H1AT,13.399 TL,4.8,15
MONSTER,"Markut M7 V6.1.2 Intel Core I9 13980hx 64 Gb Ram 2 Tb Ssd 12 Gb Rtx 3500 Freedos 17,3"" Uhd 144 Hz",218.999 TL,,
CASPER,Excalibur G870.1270-BVA0X-B i7-12700H 16GB RAM 500 GB NVME SSD GEN4 6GB RTX4050 DOS GAMING LAPTOP,35.699 TL,4.7,3
ASUS,"Zenbook 14 UX3402VA-KP659W Intel i5-13500H 8GB 512GB SSD 14""WQXGA IPS (2560x1600) Win11Home",28.549 TL,5.0,1
MSI,"Intel Core I7 12650h 16gb 1tb Ssd Rtx4070 Freedos 15.6"" Fhd 144hz Taşınabilir Bilgisayar",57.293 TL,4.5,33
Apple,"Macbook Air M3 Çip 8gb 256gb Ssd Macos 15"" Taşınabilir Bilgisayar Gümüş",51.699 TL,4.8,6
CASPER,"Nirvana X600.5500-8V00X-G-F AMD Ryzen 5-5500U 8GB 500GB Nvme SSD 15.6"" DOS Gri Dizüstü Bilgisayar",12.999 TL,4.6,34
ACER,"Nitro 16 An16-41 R7 7840hs 32gb 512gb Ssd Rtx 4070-8 Gb Dos 16"" Wqxga 165hz Taşınabilir Bilgisa",54.599 TL,5.0,7
LENOVO,"IdeaPad Slim 3 15IAH8 Intel Core i5 12450H 8GB 256GB SSD Freedos 15.6"" FHD 83ER0084TR",13.997 TL,4.2,16
LENOVO,"LOQ Intel Core i5-12450H 8GB 512GB SSD 15.6"" FHD RTX3050 6GB FreeDOS 144Hz Gaming Laptop 82XV00WYTX",28.979 TL,4.0,22
ASUS,ZenBook 14 UX3402ZA-KP632W i5-1240P 8GB 512GB SSD 14 WQXGA Windows 11,26.737 TL,4.5,17
LENOVO,"Ideapad 1 AMD Ryzen 7 5700U 16GB 512GB SSD Freedos 15.6"" FHD Notebook 82R400HLTR",17.999 TL,4.5,35
Apple,Macbook Air M3 Çip 8gb 512gb Ssd Macos 13 Taşınabilir Bilgisayar Uzay Grisi Mxcr3tu/a,55.249 TL,5.0,1
MSI,"Cyborg 15 A13ve-897xtr I7-13620h 16gb Ddr5 1tb 6gb Rtx4050 Gddr6 15.6"" 144hz Full Hd Notebook","44.998,98 TL",4.6,35
LENOVO,V15 82qy00r1tx Celeron N4500 8gb 256gb Ssd 15.6'' Dos,9.609 TL,3.7,72
MSI,Katana 17 B13vek-1036xtr Intel Core I7 13620h 16gb 1tb Ssd Rtx4050 Freedos 17.3 Fhd 144hz Taşına,47.999 TL,3.8,4
HP,"250 G8 i5-1135G7 16GB SSD 512GB SSD 853U8ES128 W10Pro 15.6"" Full HD Taşınabilir Bilgisayar+Çanta",16.999 TL,4.6,10
MONSTER,"Huma H4 V5.1.4 Intel Core I5-1235u 8 Gb Ram 500 Gb Ssd Freedos 14,1"" Fhd Rose Gold",27.199 TL,4.8,160
MSI,Katana 15 B13VGK-1874XTR i7-13620H 16GB 1TB SSD 8GB RTX4070 105W 15.6 FHD 144Hz FreeDOS,58.999 TL,,
MSI,Thın A15 B7uc-077xtr R5-7535hs 16gb Ram 512gb Ssd 4gb Rtx3050 15.6 Fhd 144hz Dos,28.299 TL,4.5,19
ASUS,"TUF Gaming F15 FX507VI-LP096 8GB RTX4070 140w 13. Nesil i7-13620H 16GB 512GB SSD 15.6""FHD 144Hz",57.999 TL,5.0,3
LENOVO,"V15 83a10096tr Intel Core I5 13420h 8gb Ram 512gb Ssd 15.6"" Fhd Freedos Dizüstü Bilgisayar","18.427,68 TL",5.0,1
Huawei,"Matebook 14 Intel Core Ultra 5 125H 16Gb Ram 512Gb SSD Intel Arc Graphics 14.2"" W11 Home Gri",36.974 TL,5.0,6
MONSTER,"Tulpar T7 V20.6.5 Intel Core I7 13700h 32 Gb Ram 1 Tb Ssd 8 Gb Rtx 4060 Windows 11 17,3"" Fhd 144 Hz",56.899 TL,4.8,31
LENOVO,"V15 G3 Intel Core I7 1255U 16GB 1TB SSD Windows 11 Pro 15.6"" FHD 82TT00C6TXA34",23.349 TL,4.1,7
HP,"Victus 16-s1033nt Amd R7 8840h 32gb 512gb Ssd Rtx4070-8gb Freedos 16.1"" Fhd 144hz Taşınabilir Bil",52.999 TL,5.0,1
LENOVO,"IP/Celeron İşlemci/4 GB RAM/128 GB SSD/15.6""/Win/Laptop Gri 82V700A9TX",7.775 TL,4.2,170
LENOVO,"Ideapad Slim 3 Intel Core i7-13620H 16GB 512GB SSD Fdos 15.6"" Notebook 83EM005UTR",27.499 TL,4.8,4
CASPER,Excalibur G870.1270-DFB0X-B i7 12700H 32GB RAM 1TB NVMe 8 GB SSD RTX4060 DOS GAMING LAPTOP,43.300 TL,4.8,91
Apple,"Macbook Pro M3 14"" Uzay Gri 8gb 512GB Ssd MTL73TU/A",56.699 TL,4.9,20
LENOVO,Ideapad 5 Slim Case Intel Core İ5-12450H 16 GB 512 GB SSD Freedos 14 Inç 83BF0065TX Işıklı Klavye,23.999 TL,4.3,6
ASUS,TUF Gaming F15 FX507VV-LP241W/Intel Core i7-13620H/16 GB RAM/512GB SSD/RTX4060/15.6''/Win 11/Ga,55.000 TL,5.0,2
HP,"Victus Gaming 15-FA0011NT 80D33EA i5 12450H 16GB 512GB SSD RTX3050 Freedos 15.6"" FHD 144Hz",34.999 TL,4.4,36
ACER,Nitro V15 Anv15 Amd R5 7535hs 32gb 512gb Ssd Rtx4060-8gb Dos 15.6 Fhd 144hz Taşınabilir Bilgisa,35.999 TL,5.0,2
Quadro,"Novabook Gn15-140p-cj N4020 4gb 128gb Uyumlu Windows 11 Home 14"" Notebook",7.069 TL,,
Apple,"Macbook Pro M3 Pro 14"" Gümüş 18gb 1TB Ssd  MRX73TU/A",81.499 TL,3.0,2
Huawei,"Matebook D14 Intel Core i5-1155G7 8GB 512GB SSD 14"" W11 Dizüstü Bilgisayar (Huawei Türkiye Garanti)",22.999 TL,4.7,455
MONSTER,"Abra A7 V15.1.2 Intel Core i7 12700H 32 GB RAM 1 TB SSD 6 GB RTX 3050 FreeDOS 17,3"" FHD 144 Hz",39.799 TL,3.8,5
LENOVO,Ideapad 1 Amd Ryzen™ 7 5700u 16 Gb 1 Tb Ssd Freedos 14 Inç 82R3008VTX,16.099 TL,2.5,2
ACER,"Extensa Ex215-54 Intel Core I5 1135g7 8 Gb 512 Gb Ssd Freedos 15.6"" Fhd Nx.egjey.00a",14.499 TL,4.7,72
ACER,Nitro V15 Anv15-41 Amd R5 7535hs 16gb 512gb Ssd Rtx4060-8gb Dos 15.6 Fhd 144hz Taşınabilir Bilg,32.789 TL,3.7,3
CASPER,"Nirvana X600.1235-DF00X-G-F Intel Core i5-1235U 32GB RAM 1TB NVMe SSD FREEDOS 15.6"" Laptop",19.599 TL,4.4,46
LENOVO,"IdeaPad Flex 5 Ryzen 5 5500U 8 GB 512 GB SSD 14"" W11 DOKUNMATİK EKRAN",35.499 TL,,
ASUS,"G513RW-HF207 AMD / R7-6800 / 16GB / 1TB / 8GB RTX3070TI / 15.6"" / FREEDOS",45.149 TL,,
HP,"Victus 15-fa0019nt Intel I5 12450h 16gb 1tb Ssd Rtx3050-4gb Dos 15.6"" Fhd 144hz Notebook A0gu6ea",34.999 TL,4.4,18
MSI,Thin 15 B12ve-1625xtr I5-12450h 16gb Ddr4 Rtx4050 6gb 512gb Ssd 15.6? 144hz Fhd Fdos Notebook,34.932 TL,4.2,5
Dell,"Vostro 3530 i7-1355U 32GB 1TB SSD 15.6"" FHD 120Hz Freedos Laptop N1601PVNB3530U 004",25.499 TL,5.0,2
MSI,"Thın Gf63 12ve-082xtr Intel Core I5 12450h 8gb 512gb Ssd Rtx4050 Freedos 15.6"" Fhd 144hz",31.500 TL,4.3,36
CASPER,"Nirvana C370.4020-4C00X Intel Celeron N4020 4GB RAM 120GB SSD Freedos 15.6"" HD",9.499 TL,4.4,88
ASUS,"E510Ma-Ej592W Intel Celeron N4020 4GB RAM 128Gb SSD Intel UHD Graphics 600 15.6"" FHD W11 Notebo",8.099 TL,4.3,6
ASUS,"ROG Zephyrus G14 GA403 GA403UV-QS133 8GB RTX4060 Ryzen 9 8945HS 16GB RAM 1TB SSD 14""OLED 120Hz",73.999 TL,4.7,3
ACER,"Chromebook Spin 314 Intel Celeron N4500, 8 Gb Ram, 64 Gb Ssd 14"" 2si 1 Arada Dizüstü Bilgisayar",12.499 TL,4.8,13
LENOVO,i5-12450HX 8GB DDR5 512GB SSD RTX4050 6GDR6 Win11 Home 15.6 144Hz FHD 83GS0081TR,30.199 TL,5.0,1
HP,"Laptop 15 Dizüstü Bilgisayar, 15,6 inç FHD, Ryzen 5 7520U, 8 GB Ram, 256 GB SSD, FreeDos 7P6K2EA",11.299 TL,4.3,12
MONSTER,"Semruk S7 V9.2.3 Intel Core I9 13950hx 64 Gb Ram 2tb Ssd 8 Gb Rtx 4070 Windows 11 17"" Qhd 240 Hz",112.399 TL,4.0,5
ASUS,"ROG Strix G18 G814JIR-N6002 8GB RTX4070 140w Intel i9-14900HX 32GB RAM 1TB SSD 18""QHD+ 240Hz",96.999 TL,5.0,4
Apple,"15-inch MacBook Air: Apple M2 chip with 8-core CPU and 10-core GPU, 256GB - Starlight",46.199 TL,4.8,35
LENOVO,"Yoga Slim 6 Intel Core I5-1240p 8 Gb 512 Gb Ssd Integrated Intel Iris Xe Graphics 14"" Wuxga (",29.999 TL,4.9,13
LENOVO,V14 82yt00jhtx R5-7520u 8gb 256gb Ssd 15.6'' Dos,10.599 TL,5.0,9
Dell,Inspiron 15 3520 I5-1235U 32 GB  1 TBSSD  15.6 Inç Fhd 120Hz Windows 11 Pro I352024052009UAR114,"19.485,77 TL",4.7,27
LENOVO,"IP Flex5 Intel Core i5-1235U 8GB 512GB SSD W11 14"" WUXGA Touch Screen Laptop 82R700JETX",32.999 TL,4.6,22
Apple,"Macbook Air 13.6"" M2 8c Cpu 10c Gpu 8 Gb 512 Gb Ssd Gece Yarısı",36.849 TL,4.8,56
LENOVO,Yoga Book 9 13.3 Inç 2880 x 1800 Çift OLED Dokunmatik Ekran 13.nesil Core I7 1355U-16GB-1TB Ssd,119.900 TL,,
LENOVO,V15 G2 Ijl Celeron N4500 8gb 256gb Ssd Fdos 15.6 Fhd 82qy00nltx Dizüstü Bilgisayar,9.589 TL,4.4,42
HP,"Victus Gaming 15 Intel Core i5 12500H 16GB 512 GB SSD RTX4060 Freedos 15.6"" B03C7EA-T14",34.365 TL,,
MONSTER,"Tulpar T7 V26.1.8 Intel Core i7 13700H 64 GB RAM 1 TB SSD 8 GB RTX 4060 FreeDOS 17,3"" FHD 144 Hz",62.099 TL,,
ACER,"Nitro V15 Intel I5 13420h 8gb 512gb Ssd Rtx2050-4gb 15.6"" Fhd 144hz W11 Home Notebook Nh.qndey.002",23.299 TL,,
ASUS,"TUF Gaming F15 FX507ZC4-HN081W04 i5-12500H 16GB 1TBSSD RTX3050 15.6"" FullHD W11H Taşınabilir Bi",37.999 TL,4.4,11
LENOVO,"IdeaPad Gaming 3 Intel Core i5 12450H 16GB 512GB SSD RTX3050 Freedos 15.6""",29.499 TL,3.5,2
MSI,"Cyborg 15 A13VF-896XTR Intel Core i5 13420H 16GB 512GB SSD RTX4060 Freedos 15.6"" FHD 144Hz",38.500 TL,5.0,2
LENOVO,IdeaPad 1 15AMN7 NB IP 1 15AMN7 7120U 8G 256G NOS,9.999 TL,4.7,10
Huawei,Matebook D15/ I5-1155g7 Işlemci/8gb Ram/512gb Ssd/ 15.6 Inç/ Win 11 Laptop Mistik Gümüş,24.999 TL,4.7,338
Hometech,"Alfa 620c Intel Celeron N4020 4 Gb 128 Gb Ssd Uyumlu 11 14.1"" Tn Taşınabilir Bilgisayar",7.139 TL,4.0,83
ASUS,"ExpertBook B1 B1502CBA-I78512B0D12 i7-1255U 16GB 512SSD 15.6"" FHD W11P Dizüstü Bilgisayar-CNT01",23.769 TL,4.5,2
HP,"255 G9 AMD Ryzen 5 5625U 32 GB 512 GB SSD Freedos 15.6"" AMD Radeon FHD 9M3G7ATAR8",13.499 TL,5.0,1
LENOVO,Ideapad Slim 3 15Amn8 82Xq0084Tx Athlon Silver 7120U 8Gb 256Gb Ssd 15.6 Full Hd Freedos Taşın,"11.494,13 TL",,
MSI,"THIN 15 B12UC-1479XTR i7 12650H 16GB 512GB SSD RTX3050 Freedos 15.6"" FHD 144Hz Taşınabilir Bil.",34.299 TL,,
ACER,"Nitro V16 Anv16-41 Amd R7 8845hs 32gb 1tb Ssd Rtx4060-8gb Dos 16"" Wuxga 165hz Taşınabilir Bilgi",45.399 TL,4.3,6
ASUS,"Expertbook Intel Core I3-1215U 8GB 512GB SSD 15.6""FHD Free Dos B1502CBA-I38512B0D",12.049 TL,4.3,6
LENOVO,Loq I5-12450HX 16GB 512 GB SSD Rtx 4060 8gb Gddr6 15.6'' Fhd Freedos Notebook 83GS007XTR16,37.999 TL,,
CASPER,Excalibur G870.1245-BFG0X-B i5-12450H 16GB RAM 1TB NVMe SSD GEN4 4GB RTX2050 DOS GAMING LAPTOP,25.999 TL,4.6,18
ACER,"Nitro V 15 Core i7 13620H 32GB 512GB SSD Rtx 4050 Freedos 15.6"" FHD Notebook NH.QNBEY.005+325",36.999 TL,4.7,3
MSI,Sword 17 Hx B14vekg-053xtr Intel Core I7 14700hx 32gb 1tb Ssd Rtx4050 Freedos 17 Fhd 165hz Taşı,64.009 TL,5.0,1
MSI,Thın 15 B12uc-1478xtrm3 I5-12450h 16gb Rtx3050 Gddr6 4gb 512gb Ssd 15.6 Fhd 144hz Windows 11 Pro,26.999 TL,4.0,1
CASPER,"Nirvana X600.1270-BF00X-G-F Intel Core i7-12700H 16GB RAM 1TB NVMe SSD FREEDOS 15,6"" Laptop",19.999 TL,4.3,6
ASUS,"GU603ZE-LS012 INTEL / I7-12700 / 16GB / 512GB / 4GB RTX3050TI / 16.0"" / FREEDOS",40.649 TL,,
LENOVO,"LOQ Intel Core I7-13620H 16Gb 512Gb SSD Nvidia Geforce RTX 4060 8GB Gddr6 15.6"" FHD W11 Noteb",48.339 TL,,
Apple,Macbook Pro M3 Pro 18c Gpu 18gb 512gb Ssd 16 Inç Uzay Siyah Mrw13tu/a,89.999 TL,4.5,11
LENOVO,"Ideapad 1 Celeron N4120 4 GB 128 GB 15.6"" Win 11",11.000 TL,4.4,1232
ACER,"Aspire 3 A315-58-34G6 İntel Core i3-1115G4 8GB RAM, 256GB SSD, 15,6"", FreeDOS, NX.ADDEY.00G",10.032 TL,4.5,53
CASPER,Excalibur G911.1490-EX90H-D i9-14900HX 64GB RAM 2TB NVMe SSD 16GB RTX4090 W11P GAMING LAPTOP,150.099 TL,1.0,1
LENOVO,"V14 82yt00hbtx Amd Athlon Gold 7220u 8gb Ram 256gb Ssd 14"" Fullhd Freedos Dizüstü Bilgisayar",9.450 TL,5.0,1
ACER,Aspire 5 Intel Core i5-12450H 8GB 512GB SSD DOS 15.6'' FHD Koyu Gri Dizüstü Bilgisayar NX.KN3EY.002,14.599 TL,4.5,78
LENOVO,"13.3"" Dokunmatık Uyumlu Tp X13 G2 Yoga 20w8001htx Core I5 1135g7-8gb Ram-256gb Ssd-w10 Pro","35.756,04 TL",5.0,2
LENOVO,"LOQ 83GS007WTR Intel Core i5 12450HX 8GB 512GB SSD RTX 4050 Freedos 15.6"" FHD Bilgisayar",30.271 TL,5.0,3
ASUS,X515ea-bq945w 11.nesil Core Uyumlu  I3 1115g4-4gb-256gb Ssd-15.6inc-w11,10.549 TL,5.0,8
HP,Victus 16-R0020NT 7P637EA 8GB RTX4060 13. Nesil i7-13700H 16GB RAM 1TB SSD 16.1 inç FHD 144Hz,47.999 TL,4.8,12
LENOVO,Ideapad Intel Celeron N4020 4GB 128GB SSD Freedos 14'',9.499 TL,4.5,417
ASUS,Tuf Gaming A15 Fa506nf-hn050 4gb Rtx2050 Ryzen 5 7535hs 8gb Ram 512gb Ssd 15.6 Inç Fhd 144hz,24.999 TL,5.0,3
HP,16-WF0008NT 81T46EA 12GB RTX4080 i7-13700HX 32GB RAM 1TB SSD 16.1 inç FHD 165Hz,81.999 TL,,
MONSTER,"Tulpar T7 V20.6.9 Intel Core I7 13700h 64gb Ram 1 Tb Ssd 8gb Rtx 4060 Windows 11 17,3"" Fhd 144hz",61.399 TL,4.8,6
Apple,"14-inch MacBook Pro: Apple M4 Max chip with 14?core CPU and 32?core GPU, 36GB, 1TB SSD - Uzay Siyahı",159.999 TL,,
ACER,Nitro 5 i5-12450H 16GB 1TB SSD RTX3050 15.6'' FHD 144Hz Win11 Gaming Notebook NH.QFJEY.008,32.999 TL,5.0,4
MONSTER,"Huma H5 V4.1.3 Black Intel Core I5 1235u 8 Gb Ram 500 Gb Ssd Freedos 15,6"" Fhd 120 Hz",24.599 TL,5.0,3
HP,Omen Core I5-13500hx 16gb Ram 1tb Ssd Rtx4060 16.1'' Win 11 Laptop Gölge Siyahı 7q7y2ea,45.899 TL,,
HP,"16"" Zbook Fury 16 G11 5f9d4es Core I9 14900hx-64gb Ram-1tb Nvme-16gb Rtx 5000 Ada-w11 Pro","265.316,30 TL",,
MONSTER,"Tulpar T5 V23.4 Intel Core i7 12700H 16 GB RAM 500 GB SSD 8 GB RTX 4060 FreeDOS 15,6"" FHD 144 Hz",43.999 TL,4.5,6
HP,"255 G9 6q8n1es03 Ryzen5 5625u 16gb 512ssd 15.6"" Fullhd Freedos Taşınabilir Bilgisayar",13.431 TL,4.6,42
ASUS,"EXPERTBOOK B1502CBA-I58512B0DE6 I5-1235U 16GB 512GB 15.6"" FREEDOS",16.398 TL,5.0,1
LENOVO,Loq 15arp9 83jc006atrv1 Ryzen 7-7435hs 24gb 512gb Rtx4050 15.6 Inç 144hz Fhd Fdos Gaming Laptop,36.769 TL,3.7,3
HP,Victus 16-S1002NT A05N6EA 8GB RTX4070 Ryzen 7 8840H 32GB RAM 1TB SSD 16.1 inç FHD 144Hz,55.499 TL,3.0,4
ACER,"Nitro 5 Intel Core I7 12650h 32gb 1tb Ssd Rtx4060-8gb Dos 15.6"" 165 Hz Taşınabilir Bilgisayar N",44.999 TL,5.0,1
LENOVO,Thinkbook 16PG5 IRX 21N50024TR i9-14900HX 32GB 1TB SSD RTX4060 8GB 16inç 165Hz FDos Laptop,71.869 TL,4.0,4
ASUS,"X515ea-bq2293w Intel Core I3-1115g4 4 Gb Ram 128 Gb Ssd 15.6"" Fhd Win11 Notebook",11.999 TL,4.6,142
ACER,Aspire Al14-31p-34rn Intel I3-n300 8gb Ram 512gb Ssd Uhd Graphics 14'' Fhd W11h Gümüş Notebook,11.299 TL,,
Apple,"MacBook M4 Pro 14 Çekirdek CPU 20 Çekirdek GPU, 24GB, 1TB SSD 14.2"" - Uzay Siyahı",104.999 TL,5.0,1
HP,"Hp Victus Gaming i7 14700HX 16GB 512SSD RTX4050 16,1"" Fhd Freedos Taşınabilir Bilgisayar 9J257EA",44.999 TL,,
LENOVO,"ThinkPad P16 21FA0005TX11 i9-13980HX 128GB 2TBSSD+2TBSSD RTX4000 16"" QHD+ W11P Taşınabilir İş",183.929 TL,,
Toshiba,"Dynabook Satellite Pro C40-h-10u Intel Core I3 1005g1 8gb 256gb Ssd Freedos 14"" Fhd",16.900 TL,4.0,1
HP,"255 G9 9M3G7AT Ryzen5 5625U 8GB 512SSD 15.6"" FullHD FreeDOS Taşınabilir Bilgisayar",11.899 TL,5.0,4
LENOVO,"V15 G3 Iap Intel Core I5-1235u 8gb 256gb Ssd 15.6"" Fhd Freedos Taşınabilir Bilgisayar 82tt00hdtr",13.820 TL,4.2,6
ASUS,"Vivobook 15 X1502ZA-EJ824W-OZT16 Intel Core I3-1215U 16 GB 256 GB SSD 15.6""fhd Windows 11 Home",14.389 TL,4.6,14
LENOVO,"IdeaPad 1 15ALC7 AMD Ryzen 5 5500U 12 GB 256 GB SSD Windows 11 Home  15.6"" 82R400KUTXAR26",12.899 TL,5.0,2
ACER,Nitro 5 I7-12650h 32 Gb 1 Tb Ssd Rtx 4060-8 Gb 15.6'' 165hz Ips Freedos Nh.qm0ey.00b+325,45.999 TL,,
LENOVO,LOQ 83GS007WTR16 Intel Core i5 12450HX 16GB 512GB SSD RTX 4050 Freedos 15.6'' FHD Bilgisayar,35.499 TL,5.0,6
HP,"Victus Intel Core i5-14450HX 16GB 512GB SSD RTX3050 6GB 16.1"" 144Hz IPS DOS Gaming Laptop 9J291EA","34.658,25 TL",5.0,3
ASUS,"Vivobook Go 15 I3-N305 8gb 256GB SSD Fhd 15.6"" 60hz W11 Taşınabilir Bilgisayar E1504GA-NJ257W",12.999 TL,5.0,4
MONSTER,"Tulpar T7 V20.6.2 Intel Core i7 13700H 32 GB RAM 1 TB SSD 8 GB RTX 4060 FreeDos 17,3"" FHD 144 Hz",53.299 TL,4.6,134
Dell,"Inspiron 3520 Intel Core i5 1235U 16 GB 1 TBSSD Windows 11 Home 15.6"" FHD 120Hz 3520AR20","17.399,99 TL",4.8,25
ASUS,"Tuf Gamıng A15 R7 - 7735hs 32gb 1tb Ssd Rtx4050/6gb 15.6"" 144hz Fhd W11home Fa507nu-lp052",48.499 TL,4.7,21
CASPER,Excalibur G870.1270-DVA0X-B I7-12700H 32GB RAM 500GB NVMe SSD GEN4 6GB RTX4050 DOS GAMING LAPTOP,37.299 TL,4.7,3
Apple,"MacBook Air M1 Çip 16GB 256GB SSD macOS 13"" Taşınabilir Bilgisayar Uzay Grisi Z1240009K",35.000 TL,4.9,14
Apple,"Macbook Air M3 Çip 8gb 256gb Ssd Macos 15"" Taşınabilir Bilgisayar Gece Yarısı Mryu3tu/a",49.899 TL,,
HP,"Pavilion 15-EH3011NT AMD Ryzen 5-7530U 8GB 512GB DOS 15.6"" FHD Gümüş Laptop (HP Türkiye Garantili)",17.749 TL,4.6,43
LENOVO,"IdeaPad 1 82V700HGTX03 N4020 16GB 256SSD 15.6"" HD FreeDOS Dizüstü Bilgisayar-CNT004",10.569 TL,,
LENOVO,"IdeaPad 3 15IAU7 Intel Core i3 1215U 24GB 256GB SSD Windows 11 Home 15.6"" 82RK00YATXA49",14.399 TL,4.7,11
ASUS,"Vivobook 15 I5-1235u 24gb 1tb Ssd 15,6"" Freedos Taşınabilir Bilgisayar X1502za-ej1067tr11",22.899 TL,4.7,26
